array_element_name,H_CHIP_263_A,H_CHIP_263_B,H_CHIP_264_A,H_CHIP_264_B,H_CHIP_265_A,H_CHIP_265_B,H_CHIP_266_A,H_CHIP_266_B,H_CHIP_267_A,H_CHIP_267_B,H_CHIP_268_A,H_CHIP_268_B,H_CHIP_269_A,H_CHIP_269_B
AT1G15550,668.0,556.2,590.4,587.7,611.2,521.2,404.8,438.9,782.5,977.6,866.5,634.9,524.1,382.0
AT1G76100,558.7,448.7,562.3,528.4,578.9,685.3,765.7,558.3,957.3,935.2,682.0,823.0,894.2,880.8
AT1G76140,1146.7,942.8,935.7,743.4,849.1,641.5,903.0,799.9,832.3,650.6,922.4,671.7,949.6,599.9
AT1G76080,224.4,160.0,169.2,173.0,154.8,195.9,236.9,163.4,475.9,382.8,342.3,319.3,439.7,372.7
AT1G76200,1700.5,1809.3,1829.8,2144.1,1936.5,2002.6,1936.6,1989.8,1722.4,1861.3,1741.2,1644.3,1607.6,1957.6
AT1G08380,3368.6,2897.1,2903.1,2593.5,3017.9,3226.1,3194.0,2733.8,3908.3,4144.8,3489.2,3778.7,3772.0,3887.3
AT1G08450,328.3,379.1,547.1,591.0,702.7,650.9,535.2,629.2,386.9,521.7,486.8,443.0,352.3,465.4
AT1G08360,4283.3,3995.6,4373.4,4203.8,3990.3,4359.0,4068.4,4254.2,3363.7,3592.1,3366.5,3632.6,3482.8,3547.3
AT1G18370,597.1,666.1,621.0,684.1,650.8,498.2,658.1,571.2,417.7,467.7,420.1,393.6,332.1,392.9
AT1G18450,1015.5,911.3,956.4,824.7,927.7,784.9,937.0,894.8,1177.2,1116.4,1155.5,1152.2,1177.9,1141.2
AT1G50010,1965.5,2060.8,1828.1,2089.3,1935.2,2132.9,1860.2,2279.3,2063.7,2436.2,2071.4,2636.1,2095.3,2168.7
AT1G01960,670.9,556.1,684.4,542.2,697.5,497.2,650.7,481.8,780.2,559.9,939.8,631.7,725.3,621.2
AT1G49750,768.7,737.6,1286.9,1638.4,1716.0,1551.2,1405.5,1522.3,788.7,912.1,862.5,614.2,889.2,640.8
AT1G49600,1190.8,1116.9,1140.0,1054.5,1067.8,1001.8,1110.7,986.7,905.0,732.4,930.7,712.2,837.3,684.4
AT1G49760,1569.8,1588.1,1494.1,1508.8,1451.2,1411.5,1473.1,1410.4,1309.1,1285.2,1446.3,1263.7,1280.8,1292.8
AT1G33140,4951.8,4522.0,5215.4,4892.3,4916.4,4415.2,4975.7,4378.3,4322.8,4897.1,4699.2,4687.1,4448.8,5130.3
AT1G01060,265.4,222.6,1390.7,1050.4,1371.1,942.4,1289.9,1087.0,155.3,141.5,30.8,47.2,59.1,63.9
AT1G01170,710.7,705.1,830.3,889.8,1018.1,1113.8,955.1,1040.3,1155.8,1084.8,907.1,992.7,1182.1,1134.0
AT1G01100,7465.4,5978.4,6673.0,6521.9,6243.6,7065.8,6157.9,7806.3,6826.7,6896.2,5930.7,7402.9,7074.8,6423.8
AT1G01050,736.3,880.0,797.1,1113.7,1006.3,1023.6,907.5,1101.8,756.4,796.0,687.9,661.5,645.9,757.9
AT1G01090,1742.5,1352.9,1652.1,1370.3,1258.1,1278.8,1420.4,1196.8,1320.3,1131.2,1368.2,957.7,1287.5,1138.6
AT1G71790,280.0,262.3,204.8,253.2,190.7,199.4,243.8,226.7,455.3,446.9,384.6,484.9,400.3,423.1
AT1G71695,1035.8,1180.8,826.9,985.3,1044.7,1141.7,1288.1,1141.6,1610.5,1492.5,1551.4,1787.2,1473.0,1676.8
AT1G14400,1331.8,1587.1,1255.7,1749.0,1379.9,1565.1,1309.2,1548.4,1233.2,1524.2,1194.5,1347.1,1312.7,1365.2
AT1G14450,550.8,582.8,712.4,669.3,518.3,718.3,486.5,729.5,343.6,459.7,480.0,449.3,378.6,378.5
AT1G14320,8036.1,7331.0,7949.9,7261.7,7375.7,7823.3,7477.4,7307.7,6770.4,6726.9,6929.6,6960.5,6365.8,6691.8
AT1G14410,1063.4,1185.0,923.1,1166.6,679.4,941.2,671.3,886.9,562.6,757.3,613.1,670.9,536.1,500.4
AT1G07590,5216.4,3204.7,6565.3,4665.4,3645.0,2730.4,2601.6,2801.1,8291.8,6057.1,8162.0,6130.4,5378.1,4192.8
AT1G07820,1116.2,1408.5,902.5,1254.4,1097.0,1223.3,818.5,1430.7,910.2,1203.4,927.6,1336.8,1249.7,1152.1
AT1G07610,453.8,632.9,538.9,695.1,282.2,229.3,119.5,202.5,793.7,669.1,869.8,634.8,747.2,613.1
AT1G07790,1418.9,1705.4,1297.6,1358.5,1018.9,1083.8,911.2,1072.3,822.4,1086.5,974.8,1289.2,1065.9,1159.3
AT1G07890,4986.9,3621.8,5242.1,3631.6,4374.9,3900.7,4643.6,3869.9,4158.4,3197.9,3421.2,3283.2,4481.0,3373.5
AT1G07770,5508.9,4864.5,5254.3,4870.8,5027.5,5255.5,5252.3,5349.0,5747.5,5663.6,5319.1,5636.6,5120.9,5628.8
AT1G07830,784.2,858.6,796.2,854.4,697.5,822.7,861.0,831.8,999.1,905.5,884.5,1178.1,992.2,987.8
AT1G79690,995.6,781.5,1061.9,859.8,1218.2,968.6,1091.7,954.2,866.8,937.6,1021.4,790.4,1084.1,891.8
AT1G79750,926.4,821.3,992.7,773.5,991.5,781.3,982.7,759.6,1131.8,1026.7,1023.9,981.5,1135.1,971.2
AT1G41880,4929.2,5903.2,5196.1,6283.2,4820.3,6404.7,4538.3,5576.9,4782.3,5481.7,4620.3,5487.8,5022.7,5812.1
AT1G53070,734.9,767.3,941.9,878.1,855.6,858.2,808.5,941.3,620.3,743.9,617.9,611.5,656.3,605.4
AT1G44760,1120.4,1237.4,1212.2,1275.6,1309.9,1500.3,1268.5,1734.1,1419.9,1579.1,1244.0,1659.6,1625.9,1250.0
AT1G44800,330.5,101.0,776.0,801.0,747.4,645.3,384.3,183.2,679.9,499.8,1505.4,349.4,487.2,443.0
AT1G35720,2076.9,1820.7,2653.6,2548.2,3058.1,3210.4,2571.6,3055.1,2103.0,2224.4,1915.0,1521.2,1748.8,1702.9
AT1G35780,764.5,954.7,728.8,947.7,771.6,728.0,750.1,864.6,577.4,671.5,615.4,683.5,653.0,629.0
AT1G36980,888.0,696.1,980.5,753.9,1178.7,897.7,1065.4,866.7,1346.3,1131.0,1273.1,1173.6,1284.1,1160.9
AT1G48620,521.0,493.2,593.1,350.2,650.3,357.9,678.7,404.7,512.0,446.1,571.4,409.5,608.9,409.0
AT1G48598,209.6,242.6,302.9,369.3,333.2,228.3,229.6,216.9,353.6,349.2,641.0,258.5,228.3,272.5
AT1G05850,989.7,917.9,1018.6,1122.7,1361.6,1392.0,1148.9,1341.1,1332.7,1397.9,1532.7,1280.5,1320.1,1401.1
AT1G26630,6621.1,6001.1,6471.3,6022.7,6325.0,6463.3,6147.7,6272.2,6613.3,6356.5,7038.1,6904.8,6332.1,7136.0
AT1G26665,220.4,282.8,240.7,253.5,272.7,291.1,253.8,330.8,460.0,573.8,412.2,644.8,381.5,486.6
AT1G20020,614.3,554.0,358.0,332.4,295.7,319.7,379.0,202.3,785.4,781.1,668.5,583.6,838.3,653.7
AT1G19960,861.1,446.5,1622.1,1515.1,876.4,788.2,1093.9,770.1,267.4,206.0,60.4,64.4,29.2,30.5
AT1G20200,1463.5,1540.7,1604.3,1475.2,1365.5,1296.0,1168.3,1451.2,1111.6,1157.9,1251.3,1261.9,1245.1,1065.3
AT1G20050,1715.9,1639.2,1605.9,1632.4,1725.0,1659.0,1722.9,1772.5,1458.5,1544.8,1524.0,1468.1,1527.4,1456.5
AT1G20010,1682.7,1439.6,955.1,929.9,929.3,926.4,1135.6,1025.7,1380.3,1271.9,1466.0,1203.5,1516.7,1243.1
AT1G33040,2146.6,1630.6,1997.3,1579.0,1759.7,1567.2,1816.6,1490.7,1526.9,1502.2,1564.6,1571.3,1606.8,1473.0
AT1G32990,1103.3,1220.5,947.1,1236.2,856.4,1186.6,1014.4,897.6,1105.6,1028.8,735.0,929.0,758.1,985.3
AT1G12900,1943.6,1768.0,2312.2,2089.5,2143.6,2253.8,2162.4,1891.2,2146.7,1980.7,1583.8,1773.7,2024.5,1946.0
AT1G12910,656.3,606.2,674.6,576.3,657.7,637.3,735.1,694.9,918.4,784.8,893.4,771.0,871.4,715.3
AT1G12920,1602.0,1323.1,1512.0,1277.9,1319.3,1359.7,1402.2,1187.6,1489.6,1389.2,1321.9,1283.8,1272.6,1184.1
AT1G04820,3082.1,2604.5,2947.9,2393.2,2766.4,2197.5,2762.1,2145.0,3345.5,3038.0,4064.4,3281.4,3607.4,3490.4
AT1G04870,920.7,870.9,880.1,905.4,798.8,870.4,813.1,821.3,547.1,547.5,548.8,684.1,584.4,602.9
AT1G19770,254.0,229.3,348.9,284.9,324.8,270.9,349.2,305.0,567.3,451.9,569.0,390.5,375.4,474.2
AT1G19660,238.1,202.1,290.5,259.2,476.6,380.7,478.3,407.4,556.6,575.6,531.7,466.0,576.0,605.5
AT1G19570,2838.7,2285.4,3080.6,2848.8,3760.2,3290.0,3404.7,3827.1,4210.4,3721.9,3624.7,3057.4,4350.5,4421.9
AT1G63000,683.0,822.7,643.7,779.6,642.2,703.6,660.9,786.3,511.1,545.5,495.1,547.3,526.8,518.8
AT1G75450,320.1,441.5,337.1,361.4,254.3,262.4,190.5,233.5,326.7,412.9,491.1,637.9,385.3,350.5
AT1G75350,1458.7,1310.3,1296.4,1338.4,1300.3,1406.0,1263.7,1308.2,1339.0,1258.9,1018.7,956.3,1133.3,1236.0
AT1G07320,1754.2,1353.7,1498.5,1375.4,1304.5,1397.4,1672.8,1224.1,1862.3,1533.3,1457.1,1440.2,1547.5,1502.1
AT1G07370,2319.6,2216.4,2006.7,1877.9,1856.1,1798.1,1862.0,1841.5,1620.2,1713.3,1863.1,2028.7,1863.9,1559.3
AT1G07350,326.8,345.4,290.2,331.2,355.6,285.1,299.2,245.8,519.6,673.2,697.0,709.0,664.0,577.7
AT1G17380,48.3,96.9,85.8,90.0,127.8,200.7,158.5,255.8,169.7,125.2,230.3,153.3,348.4,742.0
AT1G17370,1194.8,1119.4,1164.0,878.5,1041.9,865.8,958.8,1008.5,1214.7,1139.5,1299.7,1236.3,1133.7,1230.9
AT1G01300,1476.8,1526.9,1270.7,1273.0,1292.8,1064.2,1325.6,1191.1,1227.9,1328.9,1384.7,1308.2,1461.9,1489.8
AT1G26580,275.7,181.7,237.2,203.4,287.3,203.4,253.9,177.6,488.5,403.0,442.0,433.7,477.4,458.8
AT1G45000,1375.9,1276.3,1423.0,1244.1,1394.6,1173.0,1343.2,1185.7,1013.5,1068.2,1013.4,1095.6,1204.1,1012.7
AT1G45145,189.2,155.2,373.2,416.0,915.5,545.8,528.7,411.9,447.5,325.4,691.4,190.5,436.2,412.6
AT1G06000,532.2,519.6,557.1,666.4,505.3,446.3,464.3,475.0,314.7,339.3,285.4,357.4,388.6,390.7
AT1G06040,1133.9,1053.6,1269.5,1346.7,1315.6,1312.2,1323.6,1373.3,1308.4,1422.0,1536.0,1455.6,1525.0,1681.0
AT1G02450,426.8,313.9,1118.7,1326.9,325.4,217.4,206.5,176.7,117.8,72.0,43.9,50.9,4.5,70.8
AT1G02560,1683.6,1639.0,1514.9,1701.4,1362.2,1510.4,1508.6,1396.5,1431.9,1406.8,1221.2,1433.9,1351.6,1455.1
AT1G02500,1751.5,1197.4,1782.0,1286.3,1710.6,1282.0,1721.1,1265.6,2213.2,1733.1,1832.9,1732.4,2063.7,1837.6
AT1G21440,601.6,592.9,560.7,621.5,581.8,606.0,758.1,609.9,938.9,722.1,1278.5,776.2,612.9,716.7
AT1G29270,424.9,518.2,245.3,383.6,474.2,533.4,489.0,572.3,691.3,814.2,537.8,857.4,728.3,880.8
AT1G29250,2870.8,2692.7,2897.3,2840.4,2582.9,2688.6,2765.9,2453.8,2401.2,2253.6,2600.6,2698.3,2609.8,2462.4
AT1G29070,2043.1,1928.7,1829.6,2067.1,1595.6,1845.3,1973.7,1759.3,1606.4,1506.7,1291.7,1339.9,1516.9,1403.8
AT1G29150,1784.5,1556.9,1741.7,1507.2,1664.0,1446.6,1553.0,1432.6,1401.5,1455.3,1639.9,1545.7,1595.9,1383.5
AT1G17290,952.8,1201.2,1183.5,1365.1,1256.2,1423.0,1006.1,1370.1,745.7,964.9,813.9,987.2,903.2,935.7
AT1G21880,1534.9,1280.3,1106.0,1074.0,1129.1,1128.2,1122.2,1123.1,1187.4,1053.5,1146.8,1108.9,1170.5,1019.1
AT1G43800,1457.1,1374.4,2582.9,2333.2,2916.1,2963.0,2936.9,2598.5,1319.8,1518.6,2066.9,1705.7,1978.6,1917.0
AT1G06950,1268.7,1029.2,1268.8,1004.7,1080.9,820.3,1096.3,757.1,927.8,786.9,939.6,793.6,865.7,835.7
AT1G06760,2477.5,1956.9,2221.4,1653.0,2383.6,1788.0,2444.7,1963.9,2466.8,2337.2,2722.3,2369.9,2409.6,2377.5
AT1G06200,668.0,824.3,535.9,781.0,600.6,732.0,661.3,708.9,693.2,842.1,766.4,831.1,775.2,983.5
AT1G78300,1524.3,1310.6,1433.5,1360.5,1450.1,1473.2,1465.1,1460.1,1208.0,1156.1,1196.0,1193.4,1265.5,1126.6
AT1G78370,1272.4,1433.3,1492.1,1767.6,1202.4,1502.6,1187.9,1486.3,1571.2,1737.7,2792.0,1473.2,1410.9,1556.0
AT1G78380,3189.0,3364.3,3122.5,3073.1,2659.4,3114.0,2937.6,3305.4,3849.0,4112.5,3793.6,4197.7,3568.5,4036.9
AT1G49240,888.0,725.3,905.0,751.2,1193.1,1020.6,1093.0,966.0,1425.0,1216.6,1301.8,1250.8,1424.3,1179.6
AT1G49140,4141.1,3647.5,4106.9,3965.8,4259.1,4160.5,4365.8,4074.8,3948.2,3894.1,4013.5,3493.4,3801.6,4064.9
AT1G14980,3797.7,3408.9,3860.7,3714.0,3516.3,3566.5,3538.5,3354.9,3740.5,3687.1,4053.2,4269.0,3803.9,3838.0
AT1G48030,1581.8,1302.0,1470.2,1307.2,1377.5,1255.8,1545.9,1246.9,1584.3,1354.9,1564.0,1331.9,1476.5,1425.9
AT1G32400,580.5,582.1,542.7,602.2,657.3,646.5,632.6,656.6,848.0,834.6,890.8,763.4,822.0,796.2
AT1G08110,584.9,617.9,573.3,635.9,655.4,666.2,669.7,632.7,1053.3,1095.6,1127.6,1060.1,1028.2,1095.6
AT1G62360,511.3,430.3,673.3,601.7,1057.9,686.7,711.4,962.8,673.6,832.4,898.3,634.8,721.6,657.3
AT1G62380,233.4,174.6,318.3,290.3,533.9,452.8,646.5,665.7,345.7,324.8,352.4,337.3,515.9,511.9
AT1G62390,1109.0,773.7,916.2,755.1,810.6,713.1,951.4,651.3,1043.1,929.2,970.2,974.1,950.9,857.4
AT1G53240,2452.4,2137.2,2595.3,2453.2,2439.3,2256.8,2468.7,2291.6,1859.0,1742.2,1864.2,1652.7,1678.0,1758.3
AT1G53210,1287.7,1345.3,1440.8,1342.2,1347.9,1403.1,1270.8,1513.1,1753.8,1405.5,1337.6,1480.9,1534.7,1057.6
AT1G53320,576.3,515.3,447.6,461.1,544.5,460.3,540.8,534.3,714.5,690.9,695.6,781.1,778.5,903.4
AT1G53310,1207.8,1185.3,1077.7,1104.6,1211.5,1070.8,1053.5,1157.8,936.7,886.7,873.8,819.4,867.7,830.6
AT1G55890,906.6,1062.5,828.3,998.3,797.6,850.3,727.5,831.2,760.2,782.6,682.0,729.5,714.9,715.9
AT2G43610,313.4,351.9,281.4,199.5,215.5,251.3,257.1,189.4,582.6,516.6,438.9,479.5,552.6,536.9
AT2G43800,1489.1,1648.2,1590.7,1663.4,1642.2,1625.2,1375.7,1585.6,1327.1,1467.1,1288.0,1381.6,1410.1,1341.3
AT2G43570,153.5,114.4,325.2,195.7,480.4,534.0,445.3,458.2,328.2,418.5,202.1,206.6,288.3,207.7
AT2G47380,1473.4,1860.3,1816.0,2016.0,1904.5,2171.5,1754.8,2305.5,1659.5,1772.5,1469.0,1622.5,1626.4,1577.1
AT2G47400,1777.3,2106.9,1720.9,2223.2,2005.3,2240.9,2058.9,2384.7,2180.1,2615.1,2179.1,2474.4,2235.6,2844.9
AT2G47320,1443.1,1185.1,1441.0,1330.1,1526.5,1271.4,1454.3,1378.6,1585.8,1427.3,1706.2,1447.8,1583.7,1687.6
AT2G43460,4421.2,3638.3,3982.0,3728.5,4334.3,3557.9,3943.3,3359.0,3534.2,3827.6,3224.1,3390.9,3670.5,4221.2
AT2G43530,533.1,585.5,492.0,782.8,1363.5,1311.5,1824.6,1945.7,1031.1,1013.4,940.9,1192.3,1996.1,2273.9
AT2G43520,231.1,294.9,211.0,264.7,464.9,467.4,532.0,797.5,312.3,404.6,400.4,427.0,570.9,575.1
AT2G43550,305.8,338.3,210.4,255.3,207.8,250.5,216.6,245.0,446.2,467.0,704.0,532.3,524.1,537.2
AT2G43360,1002.2,947.3,848.4,840.3,716.9,714.8,772.7,742.1,686.9,662.5,704.6,750.5,737.2,617.9
AT2G43510,572.8,628.7,445.2,395.2,290.3,359.3,353.0,282.2,686.3,795.0,474.3,575.2,531.8,521.2
AT2G41840,6845.6,6084.1,6505.5,6084.9,6035.9,5963.4,6367.4,6301.5,6453.4,6695.9,5923.5,6884.0,5905.2,6500.0
AT1G47250,617.0,760.2,680.7,809.9,614.6,740.3,649.8,717.4,467.1,520.6,474.2,551.0,461.0,535.4
AT1G47260,959.8,1248.0,1048.4,1210.2,952.0,1233.3,931.7,1192.0,846.1,971.6,746.6,982.3,856.4,899.6
AT1G51510,1921.5,1719.3,1412.0,1559.6,1231.8,1300.6,1285.1,1271.7,1077.8,1086.0,1122.0,1274.6,1243.5,1109.9
AT1G10980,252.8,311.4,445.8,338.3,558.6,438.4,644.7,739.4,291.0,297.3,399.1,325.2,450.8,374.0
AT1G10960,976.2,745.8,1198.1,1017.4,995.1,930.1,1033.0,842.6,1585.2,1455.4,1410.6,1244.9,1463.7,1153.3
AT1G68220,1027.5,915.4,871.1,853.6,918.3,830.8,1007.7,892.6,1228.2,1076.6,1290.6,1170.7,1319.8,1101.8
AT1G72370,8833.6,6416.2,8733.7,6715.7,7616.0,6910.9,8122.1,6482.9,6998.4,5962.9,7426.3,6899.3,7036.4,6869.2
AT1G72450,191.9,264.3,239.8,270.4,410.7,405.0,504.6,475.0,300.0,292.7,506.4,300.9,642.5,1056.0
AT1G69830,747.2,850.1,345.1,432.6,395.7,471.6,425.5,444.9,670.6,746.9,735.9,720.9,721.9,763.3
AT1G69700,565.5,653.6,594.7,696.9,596.1,794.7,672.0,933.0,687.6,753.3,508.7,699.9,662.4,651.4
AT1G69620,8708.6,6778.0,8814.9,7254.4,8124.7,7161.9,8001.1,7413.1,7464.7,7135.5,7019.3,7102.6,7096.5,6787.5
AT1G74060,3599.6,4389.8,4297.5,4414.9,4096.5,4357.3,3377.1,4074.3,3252.3,4808.8,4818.4,4571.9,4267.5,4465.3
AT1G74090,101.6,55.6,174.1,139.2,81.3,74.9,92.9,44.0,349.0,198.1,980.2,233.7,208.8,177.8
AT1G74100,381.5,430.2,435.1,676.8,463.1,742.1,469.5,645.0,398.4,500.3,665.1,443.6,529.0,603.9
AT1G73940,450.2,710.0,476.7,692.5,506.1,700.4,498.6,683.2,481.5,579.4,436.6,564.7,504.6,390.9
AT1G74030,663.9,666.5,759.7,581.5,547.2,472.2,558.1,489.9,460.3,431.8,428.0,334.4,379.6,338.8
AT1G69410,309.2,313.1,399.6,521.4,528.4,333.2,354.0,426.1,582.3,719.3,859.0,683.6,525.4,544.9
AT1G70620,236.0,305.4,212.9,259.0,349.7,279.0,322.1,287.2,549.5,593.6,486.6,573.1,435.3,441.8
AT1G63830,886.2,758.3,661.2,543.5,683.9,520.7,704.1,489.2,895.1,745.6,1047.2,748.9,977.1,885.4
AT1G63940,1451.8,1366.6,1816.3,1592.8,1285.1,1072.6,1196.3,1077.0,890.2,993.5,1011.9,889.3,911.4,882.7
AT1G63660,1295.1,1007.8,1003.6,827.8,923.5,779.7,1050.2,776.0,888.5,978.1,1293.9,1097.1,1058.2,1042.6
AT1G74270,1318.9,1178.4,1250.7,1483.6,1252.7,1598.0,1202.7,1441.3,1175.9,1038.8,1087.6,1174.2,1104.2,1072.7
AT1G68490,421.8,431.1,306.3,346.6,393.3,402.6,302.2,359.1,581.5,553.8,522.0,857.2,509.5,563.9
AT1G74440,162.7,138.4,297.2,318.7,381.4,329.5,338.9,346.0,152.3,154.8,146.3,94.5,118.2,130.4
AT1G74560,1135.9,1215.1,1052.4,1191.7,1013.5,1070.0,1058.7,1097.6,1281.4,1352.8,1502.6,1638.8,1294.9,1605.5
AT1G74470,3294.9,2562.4,3119.1,2531.9,3048.7,2756.9,3692.7,2698.4,4028.2,3171.8,3160.5,3035.1,3393.5,3202.8
AT1G74520,583.2,413.1,465.9,416.7,578.0,447.8,552.5,454.7,733.7,685.3,920.8,617.0,707.7,651.0
AT1G70710,609.3,667.3,768.5,775.0,1027.5,964.3,1016.0,1163.0,774.2,816.8,1066.0,817.7,962.9,1054.9
AT1G52760,1183.1,1095.9,1376.5,1305.3,1552.3,1294.7,1289.3,1198.7,1057.6,1235.3,1121.0,832.4,952.4,969.2
AT1G52740,3053.8,2689.2,2779.6,2636.3,2847.5,2758.1,3013.9,2974.1,4036.0,3906.6,3646.1,4334.2,3920.6,4101.4
AT1G52930,1261.2,1499.8,1192.6,1502.4,998.9,1307.3,957.7,1185.5,762.2,1054.0,809.1,1106.7,897.4,853.6
AT1G79850,1548.8,1541.7,1449.1,1441.7,1298.5,1513.3,1446.6,1295.8,1332.0,1344.8,1141.6,1184.3,1327.7,1255.5
AT1G36310,628.8,887.0,683.5,887.9,649.2,765.6,666.0,775.3,486.9,649.0,510.0,516.4,486.3,665.1
AT1G66410,1559.4,1748.3,1477.6,1774.0,1622.0,1732.6,1529.8,1806.2,1456.0,1964.9,1598.4,1824.5,1550.1,1780.6
AT1G66430,1453.0,1452.0,1274.2,1384.7,1167.2,1242.0,1191.5,1141.0,1040.0,1145.9,966.9,1026.2,921.5,966.4
AT1G73230,3275.1,3558.8,3499.2,3530.7,3240.7,3330.3,3016.7,3175.2,2919.9,3306.3,2929.0,3582.6,3080.1,3494.4
AT1G73620,1549.0,1288.5,1135.2,1202.1,901.2,875.7,939.0,849.8,877.2,871.5,628.5,945.5,781.5,735.9
AT1G29940,918.5,645.1,849.0,614.9,878.9,602.1,830.7,559.4,722.4,630.2,803.5,733.8,812.4,622.7
AT1G67860,148.6,129.8,198.0,223.1,102.3,169.2,158.4,307.6,375.1,467.0,335.0,301.9,260.8,267.4
AT1G67865,152.0,142.7,261.4,213.2,163.9,264.9,270.9,489.8,712.2,1009.0,1238.6,1024.7,725.0,893.6
AT1G68010,248.8,230.2,303.7,259.1,306.9,388.1,410.6,351.1,731.3,573.2,441.7,390.7,546.3,516.4
AT1G76490,779.3,727.6,835.9,771.2,1013.1,927.9,1052.6,998.0,1113.9,1066.4,1080.0,1019.3,1108.0,1129.0
AT1G75040,349.4,318.7,645.6,418.6,1132.2,812.7,816.1,510.7,493.5,554.6,334.4,322.1,381.8,383.3
AT1G34370,615.8,514.5,550.6,503.3,536.5,433.7,541.0,452.3,721.3,651.8,726.0,717.1,754.5,699.6
AT1G72610,641.5,294.1,399.2,316.9,301.4,523.5,1003.9,290.2,619.2,297.4,161.9,252.0,495.2,306.6
AT1G76790,903.5,1306.7,262.6,335.3,304.4,528.3,483.8,598.3,587.1,735.0,414.7,773.8,932.4,933.1
AT1G76670,777.4,679.1,689.1,615.0,772.5,791.9,746.9,743.2,1005.8,911.4,946.2,963.8,1036.5,1004.0
AT1G52230,3267.0,2176.8,2596.6,2128.0,2646.9,2870.5,2557.5,2205.1,3309.4,3182.6,2842.5,2660.6,3009.8,2174.3
AT1G73590,660.9,978.1,661.0,806.8,536.3,584.8,512.8,587.1,528.1,656.4,734.9,713.4,529.3,745.7
AT1G72170,1035.3,898.8,1002.7,919.7,991.1,947.5,954.6,990.0,830.8,761.4,725.9,783.0,779.5,657.5
AT1G72260,18.4,45.1,31.7,44.0,205.3,250.6,611.3,732.6,1318.1,1306.6,1164.5,1888.2,1821.2,2011.9
AT1G66250,899.1,969.3,894.9,867.4,901.9,871.2,950.4,842.0,555.4,565.1,598.2,600.9,519.7,524.9
AT1G66240,647.9,605.3,781.9,958.9,878.3,942.1,755.4,924.7,814.7,857.4,592.6,783.4,834.3,890.5
AT1G66260,572.1,469.3,767.6,499.7,607.3,439.4,629.9,408.0,620.2,488.9,520.0,471.1,673.1,416.3
AT1G29670,571.2,517.0,320.6,336.2,261.4,351.7,345.4,321.5,695.5,601.9,496.9,696.1,591.3,770.0
AT1G64390,620.6,577.8,449.8,493.4,503.4,424.3,396.7,403.8,620.8,609.8,870.6,679.6,740.4,642.1
AT1G77510,1463.8,2151.4,1170.7,1286.3,911.5,1002.5,934.7,959.5,1267.1,1724.0,1282.5,1206.5,1260.2,1348.5
AT1G77610,882.4,996.7,751.0,720.3,685.0,656.2,695.4,649.1,564.2,615.2,656.9,637.8,583.5,559.5
AT1G60950,4462.0,3485.9,4489.8,4227.8,4329.3,4314.0,4622.1,4010.9,4257.2,3992.2,3432.9,3469.3,3967.5,4028.1
AT1G77710,580.3,612.7,707.4,641.2,771.3,770.7,715.9,699.6,843.3,915.9,851.6,903.4,901.4,899.9
AT1G77760,1202.4,1039.0,1343.9,1192.6,1356.4,1050.9,1169.7,1040.2,1337.3,1314.4,1285.8,1190.2,1091.4,878.9
AT1G55260,686.9,712.3,567.5,657.5,532.2,669.3,630.7,738.1,864.8,827.7,630.6,886.7,923.6,1005.9
AT1G55330,747.4,537.3,991.5,908.7,1511.8,1313.4,1545.2,1464.7,1372.2,950.4,936.0,757.2,1433.5,1066.7
AT1G55310,187.5,232.4,176.0,190.7,172.4,165.2,167.8,152.1,390.7,400.7,446.8,417.4,391.1,423.9
AT1G52400,5630.8,6279.1,5532.9,6286.7,6797.6,8112.9,6768.4,8716.6,7498.7,8528.2,6423.9,8647.6,7352.3,8982.3
AT1G52410,381.8,393.8,444.4,322.6,562.7,610.1,977.0,927.1,1075.3,638.6,566.6,640.2,1241.2,1090.4
AT1G52300,7749.0,8056.5,7857.5,8108.4,7319.8,8481.8,7400.8,9371.0,7345.9,7803.0,6752.2,7567.8,6896.3,7339.2
AT1G47970,841.7,826.2,697.1,651.5,735.8,648.7,770.4,710.2,467.5,666.0,544.9,473.1,559.1,519.9
AT1G42970,664.5,457.1,558.7,479.7,441.6,552.4,670.8,352.8,804.0,658.8,369.7,412.2,595.8,513.2
AT1G42960,1905.8,1535.6,1614.5,1635.6,1518.5,1701.1,1722.5,1724.4,1630.4,1538.1,1477.0,1476.7,1547.2,1357.9
AT1G56430,687.4,506.2,681.9,607.3,425.0,318.8,341.1,229.7,444.5,357.5,732.8,366.4,310.9,234.5
AT1G56450,2283.5,2153.1,2060.4,2122.0,2188.1,2084.3,2147.0,1989.9,1499.9,1761.5,1799.5,1681.3,1738.1,1780.4
AT1G27950,3201.4,2645.1,2624.0,2535.0,2379.0,2285.1,2727.5,2350.5,2911.9,2262.6,2849.5,2366.8,2779.0,2755.8
AT1G27970,1131.4,1182.5,1150.5,1315.2,1140.1,969.7,1096.0,981.9,670.5,773.7,866.7,829.3,747.5,859.8
AT1G28110,1093.4,824.2,1033.1,945.3,1122.8,875.5,1032.8,864.2,1351.8,1238.8,1722.6,1170.3,1032.7,977.6
AT1G21250,616.6,522.7,1232.6,1417.8,1545.5,1309.5,980.8,1430.6,433.3,612.8,395.9,215.8,299.0,279.5
AT1G20540,469.4,410.2,450.1,392.0,507.7,387.4,534.7,391.8,689.3,570.7,589.1,560.1,663.2,675.7
